data_provider,site,lat,lon,date,species,coral_type,n_alive,n_dead,n_geno,n_total,pct_mort,n_total_cat,subregion,siteclust
mml,mml.T_18,24.45926,-81.84601,2024-01-02,ACER,Outplant,2,228,NA,230,0.991304347826087,"[100,1e+03)",Lower Keys,2
mml,mml.T_19,24.45928,-81.84263,2024-01-02,ACER,Outplant,0,582,NA,582,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_20,24.45907,-81.84349,2024-01-03,ACER,Outplant,0,590,NA,590,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_21,24.45888,-81.84304,2024-01-03,ACER,Outplant,8,566,NA,574,0.9860627177700348,"[100,1e+03)",Lower Keys,2
mml,mml.T_22,24.45954,-81.8434,2024-01-03,ACER,Outplant,0,545,NA,545,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_23,24.45829,-81.84432,2024-01-03,ACER,Outplant,12,472,NA,484,0.9752066115702479,"[100,1e+03)",Lower Keys,2
mml,mml.T_24,24.45895,-81.84429,2024-01-02,ACER,Outplant,0,362,NA,362,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_25,24.45901,-81.84425,2024-01-02,ACER,Outplant,0,500,NA,500,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_11,24.45937,-81.84481,2024-01-02,APAL,Outplant,0,172,NA,172,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_12,24.45957,-81.84443,2024-01-31,APAL,Outplant,1,81,NA,82,0.9878048780487805,"[10,100)",Lower Keys,2
mml,mml.T_AP_13,24.46002,-81.84338,2024-01-02,APAL,Outplant,0,159,NA,159,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_14,24.45924,-81.84591,2024-01-02,APAL,Outplant,0,306,NA,306,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_15,24.45928,-81.84534,2023-11-09,APAL,Outplant,2,739,NA,741,0.9973009446693657,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_16a,24.45937,-81.8454,2023-11-09,APAL,Outplant,0,343,NA,343,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_16b,24.45937,-81.8454,2023-11-09,APAL,Outplant,0,165,NA,165,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_17,24.46001,-81.84313,2024-01-02,APAL,Outplant,0,802,NA,802,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_18a,24.45965,-81.84384,2024-01-03,APAL,Outplant,0,492,NA,492,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_18b,24.45965,-81.84384,2024-01-03,APAL,Outplant,0,655,NA,655,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_19,24.4595,-81.84419,2023-11-09,APAL,Outplant,1,968,NA,969,0.9989680082559339,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_20a,24.45933,-81.84451,2024-01-02,APAL,Outplant,4,469,NA,473,0.9915433403805497,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_20b,24.45933,-81.84451,2024-01-02,APAL,Outplant,2,469,NA,471,0.9957537154989384,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_21a,24.45938,-81.84506,2024-01-02,APAL,Outplant,0,284,NA,284,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_21b,24.45938,-81.84506,2024-01-02,APAL,Outplant,0,660,NA,660,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_22,24.45946,-81.84538,2023-11-09,APAL,Outplant,0,936,NA,936,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_23,24.45945,-81.84477,2024-01-02,APAL,Outplant,0,1018,NA,1018,1,"[1e+03,7e+03)",Lower Keys,2
mml,mml.T_AP_24,24.45956,-81.84549,2024-01-02,APAL,Outplant,1,1002,NA,1003,0.9990029910269193,"[1e+03,7e+03)",Lower Keys,2
mml,mml.T_AP_25,24.45947,-81.84509,2024-01-02,APAL,Outplant,0,326,NA,326,1,"[100,1e+03)",Lower Keys,2
mml,mml.T_AP_26,24.45986,-81.84531,2024-01-02,APAL,Outplant,0,501,NA,501,1,"[100,1e+03)",Lower Keys,2
mml,mml.TN_1,24.77622,-80.73689,2023-10-06,ACER,Outplant,0,290,NA,290,1,"[100,1e+03)",Middle Keys,44
mml,mml.U_14,24.54059,-81.44127,2023-11-09,ACER,Outplant,0,175,NA,175,1,"[100,1e+03)",Lower Keys,36
mml,mml.U_15,24.5406,-81.43577,2023-11-09,ACER,Outplant,0,34,NA,34,1,"[10,100)",Lower Keys,36
mml,mml.U_16,24.54138,-81.43404,2023-11-09,ACER,Outplant,0,494,NA,494,1,"[100,1e+03)",Lower Keys,36
mml,mml.U_17,24.53771,-81.45357,2023-11-17,ACER,Outplant,0,498,NA,498,1,"[100,1e+03)",Lower Keys,45
mml,mml.U_18,24.54021,-81.44872,2023-11-17,ACER,Outplant,0,500,NA,500,1,"[100,1e+03)",Lower Keys,45
mml,mml.U_AC_3,24.54085,-81.43611,2024-01-11,ACER,Outplant,0,21,NA,21,1,"[10,100)",Lower Keys,36
mml,mml.V_10,24.52485,-81.50733,2023-12-04,ACER,Outplant,0,444,NA,444,1,"[100,1e+03)",Lower Keys,37
mml,mml.V_8,24.52496,-81.50679,2023-12-04,ACER,Outplant,0,190,NA,190,1,"[100,1e+03)",Lower Keys,37
mml,mml.V_9,24.52606,-81.50253,2023-12-04,ACER,Outplant,0,262,NA,262,1,"[100,1e+03)",Lower Keys,37
mml,mml.W_AP_14,24.54675,-81.40189,2024-01-18,APAL,Outplant,0,5,NA,5,1,"[0,10)",Lower Keys,6
mml,mml.W_AP_15,24.54606,-81.40639,2024-01-04,APAL,Outplant,0,496,NA,496,1,"[100,1e+03)",Lower Keys,6
mml,mml.W_AP_16,24.54616,-81.40645,2024-01-04,APAL,Outplant,0,586,NA,586,1,"[100,1e+03)",Lower Keys,6
mml,mml.W_AP_17a,24.54616,-81.40645,2024-01-04,APAL,Outplant,0,298,NA,298,1,"[100,1e+03)",Lower Keys,6
mml,mml.W_AP_17b,24.54616,-81.40645,2024-01-04,APAL,Outplant,0,704,NA,704,1,"[100,1e+03)",Lower Keys,6
mml,mml.W_AP_18,24.54608,-81.40651,2024-01-04,APAL,Outplant,0,72,NA,72,1,"[10,100)",Lower Keys,6
mml,mml.WS_2,24.48226,-81.70471,2023-11-10,ACER,Outplant,0,179,NA,179,1,"[100,1e+03)",Lower Keys,46
mml,mml.WS_3,24.48226,-81.70522,2023-10-09,ACER,Outplant,0,394,NA,394,1,"[100,1e+03)",Lower Keys,46
mml,mml.WS_AC_1,24.47988,-81.71463,2024-01-16,ACER,Outplant,0,115,NA,115,1,"[100,1e+03)",Lower Keys,46
mml,mml.WS_AP_1,24.4824,-81.70496,2023-11-27,APAL,Outplant,0,68,NA,68,1,"[10,100)",Lower Keys,46
mml,mml.WS_AP_2,24.48238,-81.70422,2023-11-27,APAL,Outplant,1,694,NA,695,0.9985611510791367,"[100,1e+03)",Lower Keys,46
mml,mml.WS_AP_3a,24.48244,-81.70432,2023-11-27,APAL,Outplant,1,690,NA,691,0.9985528219971056,"[100,1e+03)",Lower Keys,46
mml,mml.WS_AP_3b,24.48244,-81.70432,2023-11-27,APAL,Outplant,0,449,NA,449,1,"[100,1e+03)",Lower Keys,46
mml,mml.WS_AP_4,24.48266,-81.70545,2023-11-27,APAL,Outplant,0,828,NA,828,1,"[100,1e+03)",Lower Keys,46
mml,mml.WS_AP_5,24.48226,-81.70522,2023-11-27,APAL,Outplant,8,591,NA,599,0.986644407345576,"[100,1e+03)",Lower Keys,46
mml,mml.X_5,24.478,-81.72992,2023-11-10,ACER,Outplant,0,223,NA,223,1,"[100,1e+03)",Lower Keys,38
mml,mml.X_AC_1,24.47814,-81.73078,2024-01-16,ACER,Outplant,0,219,NA,219,1,"[100,1e+03)",Lower Keys,38
mml,mml.Z_6,24.52616,-81.50098,2023-12-04,ACER,Outplant,0,242,NA,242,1,"[100,1e+03)",Lower Keys,37
mml,mml.Z_7,24.52647,-81.50215,2023-12-04,ACER,Outplant,0,264,NA,264,1,"[100,1e+03)",Lower Keys,37
mml,mml.Z_8,24.52645,-81.50198,2023-12-04,ACER,Outplant,0,240,NA,240,1,"[100,1e+03)",Lower Keys,37
mml,mml.Z_9,24.52588,-81.50089,2023-12-04,ACER,Outplant,0,483,NA,483,1,"[100,1e+03)",Lower Keys,37
nsu,nsu.Core 1,26.001066207885742,-80.10814666748047,2023-10-17,ACER,Outplant,62,13,NA,75,0.17333333333333334,"[10,100)",Broward-Miami,47
nsu,nsu.Core 1,26.001066207885742,-80.10814666748047,2024-01-19,ACER,Outplant,52,21,NA,73,0.2876712328767123,"[10,100)",Broward-Miami,47
nsu,nsu.Core 2,26.0141658782959,-80.10665130615234,2023-10-17,ACER,Outplant,43,2,NA,45,0.044444444444444446,"[10,100)",Broward-Miami,48
nsu,nsu.Core 2,26.0141658782959,-80.10665130615234,2024-03-14,ACER,Outplant,35,9,NA,44,0.20454545454545456,"[10,100)",Broward-Miami,48
nsu,nsu.Core 2,26.0141658782959,-80.10665130615234,2023-06-02,ACER,Outplant,58,10,NA,68,0.14705882352941177,"[10,100)",Broward-Miami,48
nsu,nsu.Core 2,26.0141658782959,-80.10665130615234,2023-08-18,ACER,Outplant,51,17,NA,68,0.25,"[10,100)",Broward-Miami,48
nsu,nsu.Core 2,26.0141658782959,-80.10665130615234,2023-11-27,ACER,Outplant,51,17,NA,68,0.25,"[10,100)",Broward-Miami,48
nsu,nsu.Experimental 1,25.990266799926758,-80.1086196899414,2023-10-17,ACER,Outplant,78,8,NA,86,0.09302325581395349,"[10,100)",Broward-Miami,47
nsu,nsu.Experimental 1,25.990266799926758,-80.1086196899414,2024-01-19,ACER,Outplant,61,18,NA,79,0.22784810126582278,"[10,100)",Broward-Miami,47
nsu,nsu.Experimental 4,26.146865844726562,-80.09159851074219,2023-10-17,ACER,Outplant,69,6,NA,75,0.08,"[10,100)",Broward-Miami,49
nsu,nsu.Experimental 4,26.146865844726562,-80.09159851074219,2023-10-17,ACER,Outplant,50,10,NA,60,0.16666666666666666,"[10,100)",Broward-Miami,49
nsu,nsu.Experimental 4,26.146865844726562,-80.09159851074219,2024-04-18,ACER,Outplant,46,14,NA,60,0.23333333333333334,"[10,100)",Broward-Miami,49
nsu,nsu.Experimetnal 4,26.146865844726562,-80.09159851074219,2023-10-17,ACER,Outplant,39,9,NA,48,0.1875,"[10,100)",Broward-Miami,49
nsu,nsu.Experimetnal 4,26.146865844726562,-80.09159851074219,2024-04-18,ACER,Outplant,30,18,NA,48,0.375,"[10,100)",Broward-Miami,49
nsu,nsu.Experimental 5,25.99971580505371,-80.10762023925781,2023-10-17,ACER,Outplant,68,7,NA,75,0.09333333333333334,"[10,100)",Broward-Miami,47
nsu,nsu.Experimental 5,25.99971580505371,-80.10762023925781,2023-06-02,ACER,Outplant,103,6,NA,109,0.05504587155963303,"[100,1e+03)",Broward-Miami,47
nsu,nsu.Experimental 5,25.99971580505371,-80.10762023925781,2023-08-18,ACER,Outplant,95,14,NA,109,0.12844036697247707,"[100,1e+03)",Broward-Miami,47
nsu,nsu.Experimental 5,25.99971580505371,-80.10762023925781,2024-03-14,ACER,Outplant,79,28,NA,107,0.2616822429906542,"[100,1e+03)",Broward-Miami,47
nsu,nsu.Experimental 6,26.011632919311523,-80.10661315917969,2023-06-02,ACER,Outplant,76,10,NA,86,0.11627906976744186,"[10,100)",Broward-Miami,48
nsu,nsu.Experimental 6,26.011632919311523,-80.10661315917969,2023-08-18,ACER,Outplant,66,20,NA,86,0.23255813953488372,"[10,100)",Broward-Miami,48
nsu,nsu.Experimental 6,26.011632919311523,-80.10661315917969,2024-03-14,ACER,Outplant,44,42,NA,86,0.4883720930232558,"[10,100)",Broward-Miami,48
nsu,nsu.West Copenhagen,26.205900192260742,-80.08586883544922,2023-11-13,ACER,Outplant,41,4,NA,45,0.08888888888888889,"[10,100)",Broward-Miami,50
nsu,nsu.South Commercial,26.186033248901367,-80.08931732177734,2024-02-14,ACER,Outplant,47,27,NA,74,0.36486486486486486,"[10,100)",Broward-Miami,51
nsu,nsu.South Commercial,26.186033248901367,-80.08931732177734,2023-11-13,ACER,Outplant,43,2,NA,45,0.044444444444444446,"[10,100)",Broward-Miami,51
nsu,nsu.South Commercial,26.186033248901367,-80.08931732177734,2024-02-14,ACER,Outplant,29,71,NA,100,0.71,"[100,1e+03)",Broward-Miami,51
nsu,nsu.Staghorn City,26.200117111206055,-80.08838653564453,2024-02-14,ACER,Outplant,52,7,NA,59,0.11864406779661017,"[10,100)",Broward-Miami,52
nsu,nsu.Staghorn City,26.200117111206055,-80.08838653564453,2023-11-13,ACER,Outplant,45,0,NA,45,0,"[10,100)",Broward-Miami,52
nsu,nsu.Staghorn City,26.200117111206055,-80.08838653564453,2024-05-03,ACER,Outplant,64,36,NA,100,0.36,"[100,1e+03)",Broward-Miami,52
nsu,nsu.Staghorn City,26.200117111206055,-80.08838653564453,2024-02-14,ACER,Outplant,35,65,NA,100,0.65,"[100,1e+03)",Broward-Miami,52
nsu,nsu.30,26.101133346557617,-80.10154724121094,2024-03-21,ACER,Wild,13,21,NA,34,0.6176470588235294,"[10,100)",Broward-Miami,53
nsu,nsu.100,26.207582473754883,-80.08573150634766,2023-07-07,APAL,Wild,1,0,NA,1,0,"[0,10)",Broward-Miami,50
nsu,nsu.100,26.207582473754883,-80.08573150634766,2023-11-06,APAL,Wild,3,0,NA,3,0,"[0,10)",Broward-Miami,50
nsu,nsu.100,26.207582473754883,-80.08573150634766,2024-03-08,APAL,Wild,1,2,NA,3,0.6666666666666666,"[0,10)",Broward-Miami,50
nsu,nsu.210,26.141067504882812,-80.09891510009766,2024-03-21,ACER,Wild,16,7,NA,23,0.30434782608695654,"[10,100)",Broward-Miami,49
nsu,nsu.229,26.145599365234375,-80.09928131103516,2024-03-20,ACER,Wild,0,4,NA,4,1,"[0,10)",Broward-Miami,49
nsu,nsu.269,26.154617309570312,-80.09783172607422,2024-03-20,ACER,Wild,14,4,NA,18,0.2222222222222222,"[10,100)",Broward-Miami,54
nsu,nsu.306,26.162649154663086,-80.09578704833984,2024-03-21,ACER,Wild,25,23,NA,48,0.4791666666666667,"[10,100)",Broward-Miami,54
nsu,nsu.335,26.221134185791016,-80.08336639404297,2023-07-07,APAL,Wild,4,0,NA,4,0,"[0,10)",Broward-Miami,50
nsu,nsu.335,26.221134185791016,-80.08336639404297,2023-11-06,APAL,Wild,4,0,NA,4,0,"[0,10)",Broward-Miami,50
nsu,nsu.335,26.221134185791016,-80.08336639404297,2024-03-08,APAL,Wild,4,0,NA,4,0,"[0,10)",Broward-Miami,50
nsu,nsu.338,26.20848274230957,-80.08489990234375,2023-07-07,APAL,Wild,1,0,NA,1,0,"[0,10)",Broward-Miami,50
nsu,nsu.338,26.20848274230957,-80.08489990234375,2023-11-06,APAL,Wild,1,0,NA,1,0,"[0,10)",Broward-Miami,50
nsu,nsu.338,26.20848274230957,-80.08489990234375,2024-03-08,APAL,Wild,1,0,NA,1,0,"[0,10)",Broward-Miami,50
nsu,nsu.358,26.17490005493164,-80.09387969970703,2024-03-20,ACER,Wild,19,13,NA,32,0.40625,"[10,100)",Broward-Miami,51
nsu,nsu.454,26.1962833404541,-80.09131622314453,2024-03-20,ACER,Wild,15,7,NA,22,0.3181818181818182,"[10,100)",Broward-Miami,52
nsu,nsu.504,26.20688247680664,-80.0892333984375,2024-03-20,ACER,Wild,36,6,NA,42,0.14285714285714285,"[10,100)",Broward-Miami,50
nsu,nsu.531,26.211166381835938,-80.08699798583984,2023-07-07,APAL,Wild,2,0,NA,2,0,"[0,10)",Broward-Miami,50
nsu,nsu.531,26.211166381835938,-80.08699798583984,2023-11-06,APAL,Wild,2,0,NA,2,0,"[0,10)",Broward-Miami,50
nsu,nsu.531,26.211166381835938,-80.08699798583984,2024-03-08,APAL,Wild,2,0,NA,2,0,"[0,10)",Broward-Miami,50
nsu,nsu.1118,26.182315826416016,-80.089080810546875,2023-07-07,APAL,Wild,1,0,NA,1,0,"[0,10)",Broward-Miami,51
nsu,nsu.1118,26.182315826416016,-80.089080810546875,2023-11-06,APAL,Wild,1,0,NA,1,0,"[0,10)",Broward-Miami,51
nsu,nsu.1118,26.182315826416016,-80.089080810546875,2024-03-08,APAL,Wild,0,1,NA,1,1,"[0,10)",Broward-Miami,51
nsu,nsu.G22,26.206350326538086,-80.08564758300781,2023-08-01,APAL,Outplant,140,21,NA,161,0.13043478260869565,"[100,1e+03)",Broward-Miami,50
nsu,nsu.G22,26.206350326538086,-80.08564758300781,2023-11-13,APAL,Outplant,115,46,NA,161,0.2857142857142857,"[100,1e+03)",Broward-Miami,50
nsu,nsu.G22,26.206350326538086,-80.08564758300781,2024-01-30,APAL,Outplant,87,74,NA,161,0.45962732919254656,"[100,1e+03)",Broward-Miami,50
nsu,nsu.G23,26.211267471313477,-80.08598327636719,2023-07-07,APAL,Wild,16,3,NA,19,0.15789473684210525,"[10,100)",Broward-Miami,50
nsu,nsu.G23,26.211267471313477,-80.08598327636719,2023-11-06,APAL,Wild,20,0,NA,20,0,"[10,100)",Broward-Miami,50
nsu,nsu.G23,26.211267471313477,-80.08598327636719,2024-03-08,APAL,Wild,19,1,NA,20,0.05,"[10,100)",Broward-Miami,50
nsu,nsu.JUL-1,26.058433532714844,-80.1057357788086,2023-07-20,APAL,Wild,5,1,NA,6,0.16666666666666666,"[0,10)",Broward-Miami,55
nsu,nsu.JUL-1,26.058433532714844,-80.1057357788086,2023-11-06,APAL,Wild,5,0,NA,5,0,"[0,10)",Broward-Miami,55
nsu,nsu.JUL-1,26.058433532714844,-80.1057357788086,2024-03-08,APAL,Wild,5,0,NA,5,0,"[0,10)",Broward-Miami,55
nsu,nsu.KC,26.111865997314453,-80.09696960449219,2023-07-20,APAL,Wild,1,1,NA,2,0.5,"[0,10)",Broward-Miami,53
nsu,nsu.KC,26.111865997314453,-80.09696960449219,2023-11-06,APAL,Wild,1,0,NA,1,0,"[0,10)",Broward-Miami,53
nsu,nsu.KC,26.111865997314453,-80.09696960449219,2024-03-08,APAL,Wild,1,0,NA,1,0,"[0,10)",Broward-Miami,53
nsu,nsu.LS-1,26.074899673461914,-80.108367919921875,2024-04-04,ACER,Wild,15,44,NA,59,0.7457627118644068,"[10,100)",Broward-Miami,55
nsu,nsu.LS-2,25.999465942382812,-80.112701416015625,2024-04-04,ACER,Wild,32,29,NA,61,0.47540983606557374,"[10,100)",Broward-Miami,47
nsu,nsu.LS-3,25.997900009155273,-80.11311340332031,2024-04-04,ACER,Wild,7,31,NA,38,0.8157894736842105,"[10,100)",Broward-Miami,47
nsu,nsu.LS-4,25.997316360473633,-80.11334991455078,2024-03-28,ACER,Wild,23,25,NA,48,0.5208333333333334,"[10,100)",Broward-Miami,47
nsu,nsu.LS-5,25.996299743652344,-80.11347961425781,2024-03-28,ACER,Wild,13,29,NA,42,0.6904761904761905,"[10,100)",Broward-Miami,47
nsu,nsu.LS-6,25.9952335357666,-80.11347961425781,2024-03-28,ACER,Wild,22,41,NA,63,0.6507936507936508,"[10,100)",Broward-Miami,47
nsu,nsu.LS-7,25.976316452026367,-80.11518096923828,2024-03-28,ACER,Wild,6,35,NA,41,0.8536585365853658,"[10,100)",Broward-Miami,56
um,um.Oasis,25.64419,-80.09692,2024-02-26,APAL,Outplant,795,33,23,828,0.03985507246376811,"[100,1e+03)",Biscayne,57
um,um.BNP Ofav,25.4698,-80.1317,2024-02-26,APAL,Outplant,18,810,23,828,0.9782608695652174,"[100,1e+03)",Biscayne,58
um,um.Paradise,25.64084,-80.09583,2023-10-20,ACER,Outplant,144,41,20,185,0.22162162162162163,"[100,1e+03)",Biscayne,57
um,um.North Dry Rocks,25.1299,-80.293816,2023-07-20,APAL,Outplant,1,124,46,125,0.992,"[100,1e+03)",Upper Keys,12
um,um.North Dry Rocks,25.1299,-80.293816,2023-07-20,ACER,Outplant,8,0,5,8,0,"[0,10)",Upper Keys,12
um,um.North Dry Rocks,25.1299,-80.293816,2023-09-21,APAL,Outplant,88,37,46,125,0.296,"[100,1e+03)",Upper Keys,12
um,um.North Dry Rocks,25.1299,-80.293816,2023-09-21,ACER,Outplant,2,6,5,8,0.75,"[0,10)",Upper Keys,12
um,um.North Dry Rocks,25.1299,-80.293816,2023-11-05,APAL,Outplant,125,0,46,125,0,"[100,1e+03)",Upper Keys,12
um,um.North Dry Rocks,25.1299,-80.293816,2023-11-05,ACER,Outplant,0,8,5,8,1,"[0,10)",Upper Keys,12
um,um.Bianca,25.83403,-80.10703,2023-07-25,ACER,Outplant,143,0,70,143,0,"[100,1e+03)",Broward-Miami,59
um,um.Bianca,25.83403,-80.10703,2023-12-01,ACER,Outplant,109,4,70,113,0.035398230088495575,"[100,1e+03)",Broward-Miami,59
um,um.Erin's,25.64084,-80.09583,2023-08-10,ACER,Outplant,56,0,20,56,0,"[10,100)",Biscayne,57
um,um.Erin's,25.64084,-80.09583,2023-09-01,ACER,Outplant,50,6,20,56,0.10714285714285714,"[10,100)",Biscayne,57
um,um.Erin's,25.64084,-80.09583,2023-11-10,ACER,Outplant,41,3,16,44,0.06818181818181818,"[10,100)",Biscayne,57
um,um.Paradise,25.64084,-80.09583,2023-08-10,ACER,Outplant,63,0,21,63,0,"[10,100)",Biscayne,57
um,um.Paradise,25.64084,-80.09583,2023-09-01,ACER,Outplant,48,12,20,60,0.2,"[10,100)",Biscayne,57
um,um.Paradise,25.64084,-80.09583,2023-09-30,ACER,Outplant,127,5,20,132,0.03787878787878788,"[100,1e+03)",Biscayne,57
um,um.Paradise,25.64084,-80.09583,2023-11-10,ACER,Outplant,46,2,16,48,0.041666666666666664,"[10,100)",Biscayne,57
um,um.Stag Growth,25.7277,-80.09989,2023-07-25,ACER,Outplant,24,1,14,25,0.04,"[10,100)",Biscayne,60
um,um.Stag Growth,25.7277,-80.09989,2023-10-11,ACER,Outplant,19,6,14,25,0.24,"[10,100)",Biscayne,60
um,um.Yung Growth,25.56453,-80.10496,2023-08-10,ACER,Wild/Outplant,104,0,NA,104,0,"[100,1e+03)",Biscayne,61
um,um.Yung Growth,25.56453,-80.10496,2023-11-10,ACER,Wild/Outplant,6,98,NA,104,0.9423076923076923,"[100,1e+03)",Biscayne,61
usgs,usgs.Brewster Reef,25.56676,-80.09974,2023-08-18,APAL,Outplant,9,0,5,9,0,"[0,10)",Biscayne,61
usgs,usgs.Shadow Reef,25.47775,-80.14088,2023-08-18,APAL,Outplant,0,10,NA,10,1,"[10,100)",Biscayne,58
usgs,usgs.Ball Buoy North,25.31877,-80.18426,2023-08-23,APAL,Outplant,3,5,NA,8,0.625,"[0,10)",Biscayne,23
usgs,usgs.Ball Buoy North,25.31877,-80.18426,2023-11-11,APAL,Outplant,2,7,5,9,0.7777777777777778,"[0,10)",Biscayne,23
usgs,usgs.Brewster Reef,25.56676,-80.09974,2023-11-11,APAL,Outplant,4,5,5,9,0.5555555555555556,"[0,10)",Biscayne,61
usgs,usgs.Pulaski Shoal West (PLW),24.7028,-82.79883,2023-08-15,APAL,Outplant,11,11,8,22,0.5,"[10,100)",Tortugas--Dry Tortugas NP,62
usgs,usgs.Garden Key (GDK),24.62074,-82.8674,2023-08-16,APAL,Outplant,6,6,7,12,0.5,"[10,100)",Tortugas--Dry Tortugas NP,21
usgs,usgs.Garden Key (GDK),24.62074,-82.8674,2023-11-08,APAL,Outplant,0,12,7,12,1,"[10,100)",Tortugas--Dry Tortugas NP,21
usgs,usgs.Pulaski Shoal Light (PLS),24.69355,-82.7728,2023-11-08,APAL,Outplant,0,7,6,7,1,"[0,10)",Tortugas--Dry Tortugas NP,63
usgs,usgs.Pulaski Shoal West (PLW),24.7028,-82.79883,2023-11-08,APAL,Outplant,0,22,8,22,1,"[10,100)",Tortugas--Dry Tortugas NP,62
shedd,shedd.Pulaski Shoal,24.702283,-82.799083,2023-09-09,ACER,Outplant,14,122,NA,136,0.8970588235294118,"[100,1e+03)",Tortugas--Dry Tortugas NP,62
shedd,shedd.Southwest Channel,24.61915,-82.920517,2023-09-09,ACER,Outplant,2,104,NA,106,0.9811320754716981,"[100,1e+03)",Tortugas--Dry Tortugas NP,64
shedd,shedd.Texas Rock,24.681333,-82.890883,2023-09-09,ACER,Outplant,22,136,NA,158,0.8607594936708861,"[100,1e+03)",Tortugas--Dry Tortugas NP,22
